
[2021-02-22 15:11:00.722] $GPGGA,061106.20,,,,,0,00,0.0,,M,,M,0,0000*54
[2021-02-22 15:11:00.754] $GPGGA,061106.30,,,,,0,00,0.0,,M,,M,0,0000*55
[2021-02-22 15:11:00.754] $GPGGA,061106.40,,,,,0,00,0.0,,M,,M,0,0000*52
[2021-02-22 15:11:00.754] $GPGGA,061106.50,,,,,0,00,0.0,,M,,M,0,0000*53
[2021-02-22 15:11:00.754] $GPGGA,061106.60,,,,,0,00,0.0,,M,,M,0,0000*50
[2021-02-22 15:11:00.754] $GPGGA,061106.70,,,,,0,00,0.0,,M,,M,0,0000*51
[2021-02-22 15:11:00.754] $GPGGA,061106.80,,,,,0,00,0.0,,M,,M,0,0000*5E
[2021-02-22 15:11:00.754] $GPGGA,061106.90,,,,,0,00,0.0,,M,,M,0,0000*5F
[2021-02-22 15:11:00.754] $GPGGA,061107.00,,,,,0,00,0.0,,M,,M,0,0000*57
[2021-02-22 15:11:00.754] $GPGGA,061107.10,,,,,0,00,0.0,,M,,M,0,0000*56
[2021-02-22 15:11:00.754] $GPGGA,061107.20,,,,,0,00,0.0,,M,,M,0,0000*55
[2021-02-22 15:11:00.754] $GPGGA,061107.30,,,,,0,00,0.0,,M,,M,0,0000*54
[2021-02-22 15:11:00.754] $GPGGA,061107.40,,,,,0,00,0.0,,M,,M,0,0000*53
[2021-02-22 15:11:00.754] $GPGGA,061107.50,,,,,0,00,0.0,,M,,M,0,0000*52
[2021-02-22 15:11:00.754] $GPGGA,061107.60,,,,,0,00,0.0,,M,,M,0,0000*51
[2021-02-22 15:11:00.754] $GPGGA,061107.70,,,,,0,00,0.0,,M,,M,0,0000*50
[2021-02-22 15:11:00.754] $GPGGA,061107.80,,,,,0,00,0.0,,M,,M,0,0000*5F
[2021-02-22 15:11:00.754] $GPGGA,061107.90,,,,,0,00,0.0,,M,,M,0,0000*5E
