
[2021-02-22 16:32:37.623] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.655] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.655] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.670] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.670] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
[2021-02-22 16:32:37.686] $GPGGA,,,,,,,,,,M,,M,,*56
[2021-02-22 16:32:37.686] $GPVTG,,T,,M,,N,,K,N*2C
