,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
720,[2021-02-22 16:08:40.692] $GPGGA,70840.3,3713.95614798,N,13701.42416429,E,4,11.0,1.5,97.732,M,36.771,M,2.3,0000*77,37.23260246633333,137.0237360715,679524.1906121115,4122594.984235418
722,[2021-02-22 16:08:40.801] $GPGGA,70840.4,3713.9561455,N,13701.42416995,E,4,11.0,1.5,97.748,M,36.771,M,2.4,0000*76,37.232602424999996,137.02373616583333,679524.1990793463,4122594.9798281565
724,[2021-02-22 16:08:40.895] $GPGGA,70840.5,3713.95614339,N,13701.42416693,E,4,11.0,1.5,97.746,M,36.771,M,2.5,0000*78,37.23260238983333,137.02373611550004,679524.1946972394,4122594.9758307193
726,[2021-02-22 16:08:41.004] $GPGGA,70840.6,3713.95614471,N,13701.42416972,E,4,11.0,1.5,97.746,M,36.771,M,2.6,0000*73,37.232602411833334,137.02373616199998,679524.1987704904,4122594.9783599596
728,[2021-02-22 16:08:41.082] $GPGGA,70840.7,3713.95614279,N,13701.42416897,E,4,11.0,1.5,97.756,M,36.771,M,2.7,0000*76,37.23260237983333,137.02373614949997,679524.1977374101,4122594.9747856474
730,[2021-02-22 16:08:41.207] $GPGGA,70840.8,3713.95614835,N,13701.42416931,E,4,11.0,1.5,97.740,M,36.771,M,2.8,0000*7E,37.232602472500005,137.02373615516666,679524.1980203263,4122594.9850783497
732,[2021-02-22 16:08:41.285] $GPGGA,70840.9,3713.95614933,N,13701.42417347,E,4,11.0,1.5,97.738,M,36.771,M,2.9,0000*7C,37.23260248883334,137.02373622450003,679524.204132785,4122594.987022148
734,[2021-02-22 16:08:41.395] $GPGGA,70841.0,3713.9561482,N,13701.42417328,E,4,11.0,1.5,97.738,M,36.771,M,3.0,0000*76,37.232602469999996,137.02373622133334,679524.203896516,4122594.984926463
736,[2021-02-22 16:08:41.489] $GPGGA,70841.1,3713.95614984,N,13701.4241733,E,4,11.0,1.5,97.738,M,36.771,M,3.1,0000*70,37.23260249733333,137.02373622166667,679524.2038612469,4122594.9879599013
738,[2021-02-22 16:08:41.598] $GPGGA,70841.2,3713.95615202,N,13701.42417379,E,4,11.0,1.5,97.730,M,36.771,M,3.2,0000*71,37.232602533666665,137.02373622983333,679524.2044995967,4122594.992006806
740,[2021-02-22 16:08:41.692] $GPGGA,70841.3,3713.95614993,N,13701.42416929,E,4,11.0,1.5,97.746,M,36.771,M,2.3,0000*7D,37.23260249883334,137.0237361548333,679524.1979282829,4122594.9879995673
742,[2021-02-22 16:08:41.801] $GPGGA,70841.4,3713.95615152,N,13701.42416855,E,4,11.0,1.5,97.750,M,36.771,M,2.4,0000*74,37.232602525333334,137.02373614249998,679524.1967712152,4122594.9909165152
744,[2021-02-22 16:08:41.895] $GPGGA,70841.5,3713.95615068,N,13701.42417015,E,4,11.0,1.5,97.749,M,36.771,M,2.5,0000*79,37.23260251133333,137.02373616916665,679524.1991702729,4122594.989413708
746,[2021-02-22 16:08:41.988] $GPGGA,70841.6,3713.95615057,N,13701.42416985,E,4,11.0,1.5,97.754,M,36.771,M,2.6,0000*78,37.232602509500005,137.02373616416668,679524.1987310294,4122594.9892008044
748,[2021-02-22 16:08:42.098] $GPGGA,70841.7,3713.95615263,N,13701.42416888,E,4,11.0,1.5,97.746,M,36.771,M,2.7,0000*72,37.23260254383333,137.02373614799998,679524.1972152841,4122594.992979639
750,[2021-02-22 16:08:42.192] $GPGGA,70841.8,3713.9561504,N,13701.42417322,E,4,11.0,1.5,97.754,M,36.771,M,2.8,0000*78,37.232602506666666,137.02373622033338,679524.2037208177,4122594.9889929662
752,[2021-02-22 16:08:42.285] $GPGGA,70841.9,3713.95615119,N,13701.42417228,E,4,11.0,1.5,97.747,M,36.771,M,2.9,0000*7C,37.23260251983333,137.02373620466665,679524.202299643,4122594.990424173
754,[2021-02-22 16:08:42.410] $GPGGA,70842.0,3713.9561505,N,13701.42417111,E,4,11.0,1.5,97.753,M,36.771,M,3.0,0000*7E,37.232602508333336,137.02373618516665,679524.2005968997,4122594.989111189
756,[2021-02-22 16:08:42.488] $GPGGA,70842.1,3713.95614983,N,13701.42417324,E,4,11.0,1.5,97.753,M,36.771,M,3.1,0000*7C,37.23260249716666,137.02373622066665,679524.2037729215,4122594.9879395114
758,[2021-02-22 16:08:42.598] $GPGGA,70842.2,3713.95614916,N,13701.42416781,E,4,11.0,1.5,97.752,M,36.771,M,3.2,0000*7B,37.23260248600001,137.02373613016667,679524.1957703196,4122594.9865288413
