,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
8650,[2021-02-22 15:55:19.392] $GPGGA,065519.00,3713.955954,N,13701.4248007,E,4,9.0,1.4,97.0107,M,37.55,M,2.0,0000*6B,37.23259923333333,137.0237466783333,679525.1393120021,4122594.645632851
8651,[2021-02-22 15:55:19.501] $GPGGA,065519.10,3713.9559503,N,13701.424802000001,E,4,9.0,1.4,97.011,M,37.55,M,2.0,0000*6E,37.23259917166667,137.02374670000003,679525.141380547,4122594.6388316425
8652,[2021-02-22 15:55:19.595] $GPGGA,065519.20,3713.955945,N,13701.424806,E,4,9.0,1.4,97.0144,M,37.55,M,2.0,0000*6F,37.232599083333334,137.02374676666668,679525.147504711,4122594.6291569555
8653,[2021-02-22 15:55:19.720] $GPGGA,065519.30,3713.9559401999995,N,13701.424810499999,E,4,9.0,1.4,97.0163,M,37.55,M,2.0,0000*6E,37.23259900333333,137.02374684166662,679525.1543484313,4122594.6204227107
8654,[2021-02-22 15:55:19.798] $GPGGA,065519.40,3713.9559384000004,N,13701.424813999998,E,4,9.0,1.4,97.0238,M,37.55,M,2.0,0000*6C,37.23259897333334,137.02374689999996,679525.159594889,4122594.61720467
8655,[2021-02-22 15:55:19.923] $GPGGA,065519.50,3713.9559363000008,N,13701.424815200002,E,4,9.0,1.4,97.0269,M,37.55,M,2.0,0000*63,37.23259893833335,137.02374692000004,679525.1614523112,4122594.613359138
8656,[2021-02-22 15:55:20.001] $GPGGA,065519.60,3713.9559346,N,13701.4248144,E,4,9.0,1.4,97.0307,M,37.55,M,2.0,0000*69,37.23259891,137.02374690666664,679525.1603365961,4122594.610190081
8657,[2021-02-22 15:55:20.111] $GPGGA,065519.70,3713.9559354999997,N,13701.424814500002,E,4,9.0,1.4,97.0331,M,37.55,M,2.0,0000*6E,37.23259892499999,137.02374690833335,679525.1604488796,4122594.6118575865
8658,[2021-02-22 15:55:20.220] $GPGGA,065519.80,3713.9559366999997,N,13701.424812000001,E,4,9.0,1.4,97.0401,M,37.55,M,2.0,0000*67,37.23259894499999,137.0237468666667,679525.1567048009,4122594.6139976787
8659,[2021-02-22 15:55:20.298] $GPGGA,065519.90,3713.9559385,N,13701.424811,E,4,9.0,1.4,97.0385,M,37.55,M,2.0,0000*62,37.232598974999995,137.02374685,679525.1551549768,4122594.6172947558
8660,[2021-02-22 15:55:20.423] $GPGGA,065520.00,3713.9559412,N,13701.4248074,E,4,9.0,1.4,97.0398,M,37.55,M,3.0,0000*66,37.232599019999995,137.02374679,679525.1497250679,4122594.6221739813
8661,[2021-02-22 15:55:20.517] $GPGGA,065520.10,3713.9559434000003,N,13701.4248064,E,4,9.0,1.4,97.0351,M,37.55,M,3.0,0000*67,37.23259905666668,137.02374677333336,679525.1481594332,4122594.626210767
8662,[2021-02-22 15:55:20.626] $GPGGA,065520.20,3713.9559438,N,13701.4248057,E,4,9.0,1.4,97.0339,M,37.55,M,3.0,0000*66,37.23259906333333,137.02374676166667,679525.1471085588,4122594.626928345
8663,[2021-02-22 15:55:20.704] $GPGGA,065520.30,3713.9559456,N,13701.424806,E,4,9.0,1.4,97.0307,M,37.55,M,3.0,0000*66,37.232599093333334,137.02374676666668,679525.1474809885,4122594.630266519
