,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
1075,[2021-02-22 15:29:18.881] $GNGGA,62918.3,3713.897999758,N,13701.4100792,E,4,15,0.93,92.564,M,37.565,M,181.3,2006*5F,37.2316333293,137.02350132000004,679505.6623642924,4122487.0071149576
1076,[2021-02-22 15:29:18.990] $GNGGA,62918.4,3713.8980323990004,N,13701.410162156,E,4,15,0.93,92.742,M,37.565,M,181.4,2006*5C,37.231633873316675,137.0235027026,679505.7837387472,4122487.0700992374
1077,[2021-02-22 15:29:19.115] $GNGGA,62918.5,3713.897990655,N,13701.410080171001,E,4,13,1.1,92.527,M,37.565,M,181.5,2006*52,37.23163317758333,137.02350133618336,679505.6641599415,4122486.9903117297
1078,[2021-02-22 15:29:19.193] $GNGGA,62918.6,3713.897990472,N,13701.41007858,E,4,13,1.1,92.527,M,37.565,M,181.6,2006*58,37.231633174533336,137.02350130966667,679505.6618146044,4122486.989923023
1079,[2021-02-22 15:29:19.287] $GNGGA,62918.7,3713.897989858,N,13701.410077075,E,4,13,1.1,92.527,M,37.565,M,181.7,2006*54,37.23163316430001,137.02350128458332,679505.6596134718,4122486.988739998
1080,[2021-02-22 15:29:19.396] $GNGGA,62918.8,3713.89799056,N,13701.41007395,E,4,12,1.14,92.524,M,37.565,M,181.8,2006*56,37.231633175999995,137.02350123250002,679505.6549648708,4122486.989939406
1081,[2021-02-22 15:29:19.490] $GNGGA,62918.9,3713.897991834,N,13701.410073576,E,4,12,1.14,92.52600000000001,M,37.565,M,181.9,2006*51,37.23163319723333,137.02350122626666,679505.6543614815,4122486.9922835557
1082,[2021-02-22 15:29:19.615] $GNGGA,62919.0,3713.897993945,N,13701.410073843,E,4,12,1.14,92.522,M,37.565,M,182.0,2006*59,37.23163323241667,137.0235012307167,679505.6546728383,4122486.9961958085
1083,[2021-02-22 15:29:19.693] $GNGGA,62919.1,3713.897997655,N,13701.410079516001,E,4,14,1.08,92.545,M,37.565,M,182.1,2006*5E,37.231633294249995,137.02350132526666,679505.6629146864,4122487.0032359264
1084,[2021-02-22 15:29:19.787] $GNGGA,62919.2,3713.897988439,N,13701.410121925,E,4,14,1.08,92.52,M,37.565,M,182.2,2006*5B,37.231633140650004,137.02350203208331,679505.7259880614,4122486.98753357
1085,[2021-02-22 15:29:19.896] $GNGGA,62919.3,3713.89798682,N,13701.410120033,E,4,14,1.08,92.524,M,37.565,M,182.3,2006*5A,37.23163311366666,137.02350200055,679505.7232544152,4122486.9844797933
1086,[2021-02-22 15:29:19.990] $GNGGA,62919.4,3713.8979895609996,N,13701.410058671001,E,4,14,1.08,92.63600000000001,M,37.565,M,182.4,2006*53,37.23163315934999,137.02350097785003,679505.6324117155,4122486.987609021
1087,[2021-02-22 15:29:20.115] $GNGGA,62919.5,3713.897984927,N,13701.410116893001,E,4,14,1.08,92.529,M,37.565,M,182.5,2006*54,37.231633082116666,137.02350194821668,679505.7186862176,4122486.980879869
1088,[2021-02-22 15:29:20.193] $GNGGA,62919.6,3713.897988923,N,13701.410077012,E,4,14,1.08,92.54,M,37.565,M,182.6,2006*54,37.23163314871667,137.02350128353334,679505.6595572808,4122486.987008938
1089,[2021-02-22 15:29:20.287] $GNGGA,62919.7,3713.8979863209997,N,13701.410111465,E,4,14,1.08,92.531,M,37.565,M,182.7,2006*51,37.23163310534999,137.02350185775,679505.7106048707,4122486.9832861754
1090,[2021-02-22 15:29:20.396] $GNGGA,62919.8,3713.897986835,N,13701.410110626999,E,4,14,1.08,92.53,M,37.565,M,182.8,2006*5B,37.231633113916665,137.02350184378335,679505.7093454241,4122486.9842102136
1091,[2021-02-22 15:29:20.490] $GNGGA,62919.9,3713.8979875590003,N,13701.410108818998,E,4,14,1.08,92.53200000000001,M,37.565,M,182.9,2006*55,37.231633125983336,137.02350181364997,679505.7066433592,4122486.985491935
1092,[2021-02-22 15:29:20.615] $GNGGA,62920.0,3713.897987695,N,13701.410108585,E,4,14,1.08,92.53200000000001,M,37.565,M,183.0,2006*55,37.23163312825,137.02350180975,679505.7062919759,4122486.9857360413
1093,[2021-02-22 15:29:20.693] $GNGGA,62920.1,3713.8979873959997,N,13701.410111721001,E,4,14,1.08,92.53399999999999,M,37.565,M,183.1,2006*51,37.23163312326666,137.02350186201667,679505.7109409152,4122486.985282235
1094,[2021-02-22 15:29:20.787] $GNGGA,62920.2,3713.897991815,N,13701.410086353,E,4,15,0.93,92.53299999999999,M,37.565,M,183.2,2006*5D,37.23163319691667,137.02350143921666,679505.6732552401,4122486.992652296
1095,[2021-02-22 15:29:20.896] $GNGGA,62920.3,3713.897988132,N,13701.41011723,E,4,15,0.93,92.536,M,37.565,M,183.3,2006*51,37.23163313553334,137.02350195383335,679505.7190578299,4122486.9868174377
1096,[2021-02-22 15:29:20.990] $GNGGA,62920.4,3713.8979911109996,N,13701.410091841,E,4,15,0.93,92.538,M,37.565,M,183.4,2006*55,37.231633185183334,137.02350153068335,679505.6813980318,4122486.9915238824
1097,[2021-02-22 15:29:21.115] $GNGGA,62920.5,3713.897991543,N,13701.410093145,E,4,15,0.93,92.536,M,37.565,M,183.5,2006*57,37.231633192383335,137.02350155241666,679505.6833091401,4122486.992363986
1098,[2021-02-22 15:29:21.193] $GNGGA,62920.6,3713.897987547,N,13701.410119262,E,4,15,0.93,92.54,M,37.565,M,183.6,2006*50,37.23163312578333,137.02350198769997,679505.7220856184,4122486.985799843
1099,[2021-02-22 15:29:21.287] $GNGGA,62920.7,3713.897986875,N,13701.410119075,E,4,15,0.93,92.542,M,37.565,M,183.7,2006*5B,37.23163311458333,137.02350198458336,679505.7218356768,4122486.984551221
1100,[2021-02-22 15:29:21.396] $GNGGA,62920.8,3713.8979853220003,N,13701.410120207,E,4,15,0.93,92.541,M,37.565,M,183.8,2006*5F,37.2316330887,137.02350200345,679505.7235709256,4122486.9817150845
1101,[2021-02-22 15:29:21.490] $GNGGA,62920.9,3713.897983232,N,13701.410121193001,E,4,15,0.93,92.544,M,37.565,M,183.9,2006*53,37.23163305386667,137.02350201988335,679505.7251115197,4122486.9778812756
1102,[2021-02-22 15:29:21.615] $GNGGA,62921.0,3713.89798191,N,13701.410122923,E,4,15,0.93,92.546,M,37.565,M,184.0,2006*5E,37.23163303183333,137.02350204871667,679505.727721883,4122486.9754912215
1103,[2021-02-22 15:29:21.693] $GNGGA,62921.1,3713.897982956,N,13701.410102525,E,4,15,0.93,92.53399999999999,M,37.565,M,184.1,2006*52,37.23163304926667,137.02350170875,679505.6975185561,4122486.976780788
1104,[2021-02-22 15:29:21.787] $GNGGA,62921.2,3713.8979786170003,N,13701.410125007,E,4,15,0.93,92.544,M,37.565,M,184.2,2006*5A,37.23163297695001,137.02350208344998,679505.7309336144,4122486.9694674453
1105,[2021-02-22 15:29:21.896] $GNGGA,62921.3,3713.897979238,N,13701.410126576002,E,4,15,0.93,92.54299999999999,M,37.565,M,184.3,2006*55,37.231632987299996,137.02350210960003,679505.7332291091,4122486.970665437
1111,[2021-02-22 15:29:22.505] $GNGGA,62921.9,3713.897983726,N,13701.410124195,E,4,15,0.93,92.539,M,37.565,M,184.9,2006*5C,37.231633062099995,137.02350206991665,679505.7295309633,4122486.9788897056
1112,[2021-02-22 15:29:22.583] $GNGGA,62922.0,3713.897982988,N,13701.410122126,E,4,15,0.93,92.538,M,37.565,M,185.0,2006*5A,37.2316330498,137.02350203543335,679505.7265007664,4122486.977459544
1113,[2021-02-22 15:29:22.693] $GNGGA,62922.1,3713.8979833209996,N,13701.410120896,E,4,15,0.93,92.541,M,37.565,M,185.1,2006*5C,37.23163305534999,137.02350201493334,679505.7246688344,4122486.9780364702
1114,[2021-02-22 15:29:22.787] $GNGGA,62922.2,3713.8979867340004,N,13701.410101963998,E,4,15,0.93,92.53399999999999,M,37.565,M,185.2,2006*54,37.23163311223334,137.02350169939996,679505.6965396655,4122486.983749604
1115,[2021-02-22 15:29:22.912] $GNGGA,62922.3,3713.8979854,N,13701.410119567,E,4,15,0.93,92.541,M,37.565,M,185.3,2006*57,37.231633089999995,137.0235019927833,679505.722621487,4122486.9818390976
1116,[2021-02-22 15:29:22.990] $GNGGA,62922.4,3713.8979871670003,N,13701.4101188,E,4,15,0.93,92.542,M,37.565,M,185.4,2006*5F,37.23163311945,137.02350198000002,679505.7214174962,4122486.9850825164
1117,[2021-02-22 15:29:23.083] $GNGGA,62922.5,3713.8979885790004,N,13701.41011796,E,4,15,0.93,92.541,M,37.565,M,185.5,2006*50,37.23163314298335,137.023501966,679505.7201195904,4122486.9876671373
1118,[2021-02-22 15:29:23.193] $GNGGA,62922.6,3713.897989644,N,13701.410117015,E,4,15,0.93,92.54299999999999,M,37.565,M,185.6,2006*55,37.23163316073333,137.02350195025002,679505.7186801448,4122486.989606739
1119,[2021-02-22 15:29:23.302] $GNGGA,62922.7,3713.8979894390004,N,13701.410117417,E,4,15,0.93,92.544,M,37.565,M,185.7,2006*5C,37.23163315731667,137.02350195694996,679505.719282669,4122486.989240346
1120,[2021-02-22 15:29:23.380] $GNGGA,62922.8,3713.8979912679997,N,13701.410100156001,E,4,15,0.93,92.535,M,37.565,M,185.8,2006*57,37.2316331878,137.0235016692667,679505.6936869933,4122486.9920770517
1121,[2021-02-22 15:29:23.490] $GNGGA,62922.9,3713.897991848,N,13701.410100217,E,4,15,0.93,92.537,M,37.565,M,185.9,2006*5B,37.231633197466664,137.0235016702833,679505.6937542586,4122486.9931515567
1122,[2021-02-22 15:29:23.583] $GNGGA,62923.0,3713.897988989,N,13701.410116797,E,4,15,0.93,92.54700000000001,M,37.565,M,186.0,2006*50,37.23163314981667,137.02350194661668,679505.7183836868,4122486.9883885765
1123,[2021-02-22 15:29:23.708] $GNGGA,62923.1,3713.897992177,N,13701.410103055,E,4,15,0.93,92.538,M,37.565,M,186.1,2006*57,37.23163320295,137.02350171758331,679505.6979377284,4122486.9938496742
1124,[2021-02-22 15:29:23.786] $GNGGA,62923.2,3713.8979922659996,N,13701.410102947,E,4,15,0.93,92.536,M,37.565,M,186.2,2006*51,37.23163320443333,137.02350171578334,679505.6977745164,4122486.994010845
1125,[2021-02-22 15:29:23.880] $GNGGA,62923.3,3713.897992367,N,13701.410103219,E,4,15,0.93,92.535,M,37.565,M,186.3,2006*53,37.23163320611667,137.02350172031663,679505.6981727184,4122486.99420622
1126,[2021-02-22 15:29:23.990] $GNGGA,62923.4,3713.8979933170003,N,13701.410103789,E,4,15,0.93,92.531,M,37.565,M,186.4,2006*5D,37.23163322195001,137.02350172981664,679505.6989780079,4122486.995981048
1127,[2021-02-22 15:29:24.083] $GNGGA,62923.5,3713.8979900490003,N,13701.410118708001,E,4,15,0.93,92.542,M,37.565,M,186.5,2006*51,37.23163316748333,137.02350197846667,679505.7211675275,4122486.9904092094
1128,[2021-02-22 15:29:24.208] $GNGGA,62923.6,3713.897990606,N,13701.410119224,E,4,15,0.93,92.544,M,37.565,M,186.6,2006*50,37.23163317676667,137.02350198706665,679505.7219085007,4122486.991455566
1129,[2021-02-22 15:29:24.286] $GNGGA,62923.7,3713.8979893090004,N,13701.41011971,E,4,15,0.93,92.542,M,37.565,M,186.7,2006*56,37.23163315515001,137.0235019951667,679505.7226784138,4122486.989072423
1130,[2021-02-22 15:29:24.380] $GNGGA,62923.8,3713.897989507,N,13701.410121062,E,4,15,0.93,92.538,M,37.565,M,186.8,2006*5A,37.23163315845,137.0235020177,679505.7246697487,4122486.9894813136
1131,[2021-02-22 15:29:24.490] $GNGGA,62923.9,3713.8979904020002,N,13701.410107967,E,4,15,0.93,92.529,M,37.565,M,186.9,2006*5E,37.231633173366674,137.02350179945003,679505.7052711445,4122486.990722484
1132,[2021-02-22 15:29:24.583] $GNGGA,62924.0,3713.897988875,N,13701.410119887,E,4,15,0.93,92.541,M,37.565,M,187.0,2006*53,37.23163314791667,137.02350199811664,679505.7229572892,4122486.9882754316
1133,[2021-02-22 15:29:24.708] $GNGGA,62924.1,3713.8979906990003,N,13701.410106976002,E,4,15,0.93,92.535,M,37.565,M,187.1,2006*54,37.23163317831667,137.02350178293335,679505.703794038,4122486.9912403934
