,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
344,[2021-02-22 16:22:39.421] $GNGGA,72239.0,3713.98806532,N,13701.47788929,E,4,9.0,1.1,95.404,M,36.771,M,1.0,0196*65,37.23313442199999,137.02463148816665,679602.3688298882,4122655.706902567
345,[2021-02-22 16:22:39.500] $GNGGA,72239.1,3713.9880657,N,13701.47788879,E,4,9.0,1.1,95.40100000000001,M,36.771,M,1.1,0196*62,37.23313442833333,137.0246314798333,679602.3680755328,4122655.7075894764
346,[2021-02-22 16:22:39.624] $GNGGA,72239.2,3713.98806527,N,13701.47789084,E,4,9.0,1.1,95.402,M,36.771,M,1.2,0196*68,37.23313442116667,137.024631514,679602.3711237663,4122655.7068591267
347,[2021-02-22 16:22:39.703] $GNGGA,72239.3,3713.98806735,N,13701.47788792,E,4,9.0,1.1,95.399,M,36.771,M,1.3,0196*6D,37.23313445583334,137.02463146533336,679602.3667238533,4122655.71061326
348,[2021-02-22 16:22:39.812] $GNGGA,72239.4,3713.98806795,N,13701.47788681,E,4,9.0,1.1,95.4,M,36.771,M,1.4,0196*63,37.23313446583334,137.02463144683333,679602.3650588215,4122655.711687717
349,[2021-02-22 16:22:39.906] $GNGGA,72239.5,3713.98806501,N,13701.47789033,E,4,9.0,1.1,95.40100000000001,M,36.771,M,1.5,0196*63,37.23313441683333,137.0246315055,679602.3703799427,4122655.7063621855
350,[2021-02-22 16:22:40.015] $GNGGA,72239.6,3713.98806543,N,13701.47788888,E,4,9.0,1.1,95.402,M,36.771,M,1.6,0196*6F,37.233134423833334,137.0246314813333,679602.3682192931,4122655.70709302
351,[2021-02-22 16:22:40.109] $GNGGA,72239.7,3713.98806493,N,13701.47789042,E,4,9.0,1.1,95.395,M,36.771,M,1.7,0196*65,37.2331344155,137.024631507,679602.3705161852,4122655.7062170906
352,[2021-02-22 16:22:40.218] $GNGGA,72239.8,3713.98806568,N,13701.47788944,E,4,9.0,1.1,95.397,M,36.771,M,1.8,0196*6C,37.23313442800001,137.02463149066665,679602.3690374464,4122655.70757305
353,[2021-02-22 16:22:40.312] $GNGGA,72239.9,3713.98806456,N,13701.47788782,E,4,9.0,1.1,95.405,M,36.771,M,1.9,0196*68,37.23313440933334,137.02463146366665,679602.3666863441,4122655.705450629
354,[2021-02-22 16:22:40.421] $GNGGA,72240.0,3713.98806229,N,13701.47788919,E,4,9.0,1.1,95.404,M,36.771,M,1.0,0196*65,37.2331343715,137.0246314865,679602.368801879,4122655.70129611
355,[2021-02-22 16:22:40.499] $GNGGA,72240.1,3713.98806485,N,13701.47789006,E,4,9.0,1.1,95.4,M,36.771,M,1.1,0196*67,37.23313441416666,137.024631501,679602.3699870375,4122655.706057763
356,[2021-02-22 16:22:40.609] $GNGGA,72240.2,3713.98806323,N,13701.47788687,E,4,9.0,1.1,95.405,M,36.771,M,1.2,0196*67,37.233134387166665,137.02463144783334,679602.3653342428,4122655.7029610486
357,[2021-02-22 16:22:40.703] $GNGGA,72240.3,3713.98806486,N,13701.47788922,E,4,9.0,1.1,95.398,M,36.771,M,1.3,0196*6C,37.23313441433333,137.02463148699997,679602.3687445775,4122655.7060496868
358,[2021-02-22 16:22:40.812] $GNGGA,72240.4,3713.98806327,N,13701.47788774,E,4,9.0,1.1,95.4,M,36.771,M,1.4,0196*6B,37.23313438783333,137.02463146233333,679602.3666190807,4122655.7030625367
359,[2021-02-22 16:22:40.906] $GNGGA,72240.5,3713.98806396,N,13701.47788698,E,4,9.0,1.1,95.404,M,36.771,M,1.5,0196*66,37.23313439933334,137.02463144966663,679602.3654680151,4122655.704314497
360,[2021-02-22 16:22:41.015] $GNGGA,72240.6,3713.98806434,N,13701.47788918,E,4,9.0,1.1,95.397,M,36.771,M,1.6,0196*63,37.233134405666675,137.02463148633333,679602.3687060047,4122655.705086802
361,[2021-02-22 16:22:41.109] $GNGGA,72240.7,3713.98806372,N,13701.47788975,E,4,9.0,1.1,95.40100000000001,M,36.771,M,1.7,0196*65,37.23313439533334,137.02463149583335,679602.3695733572,4122655.70395828
362,[2021-02-22 16:22:41.218] $GNGGA,72240.8,3713.98806157,N,13701.47788839,E,4,9.0,1.1,95.4,M,36.771,M,1.8,0196*68,37.2331343595,137.02463147316666,679602.3676474427,4122655.699939331
363,[2021-02-22 16:22:41.312] $GNGGA,72240.9,3713.98806376,N,13701.47788837,E,4,9.0,1.1,95.39299999999999,M,36.771,M,1.9,0196*6A,37.233134396000004,137.0246314728333,679602.3675312424,4122655.703988605
364,[2021-02-22 16:22:41.421] $GNGGA,72241.0,3713.98806115,N,13701.47788564,E,4,9.0,1.1,95.405,M,36.771,M,1.0,0196*6F,37.233134352499995,137.02463142733333,679602.3635977857,4122655.69907566
365,[2021-02-22 16:22:41.499] $GNGGA,72241.1,3713.98806173,N,13701.47788838,E,4,9.0,1.1,95.398,M,36.771,M,1.1,0196*68,37.233134362166666,137.024631473,679602.3676263278,4122655.7002348984
366,[2021-02-22 16:22:41.609] $GNGGA,72241.2,3713.98806182,N,13701.47788924,E,4,9.0,1.1,95.40100000000001,M,36.771,M,1.2,0196*6D,37.23313436366667,137.02463148733335,679602.3688944043,4122655.7004285334
