,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
394,[2021-02-22 14:45:15.426] $GNGGA,54515.0,3713.97147762,N,13701.48927119,E,4,9.0,1.3,92.691,M,36.771,M,1.0,0979*61,37.232857960333334,137.0248211865,679619.8548009942,4122625.391726165
395,[2021-02-22 14:45:15.520] $GNGGA,54515.1,3713.97147973,N,13701.48926803,E,4,9.0,1.3,92.685,M,36.771,M,1.1,0979*69,37.232857995500005,137.0248211338333,679619.8500449915,4122625.3955281777
396,[2021-02-22 14:45:15.629] $GNGGA,54515.2,3713.97147781,N,13701.48927052,E,4,9.0,1.3,92.68,M,36.771,M,1.2,0979*62,37.2328579635,137.02482117533333,679619.8538027823,4122625.3920563343
397,[2021-02-22 14:45:15.723] $GNGGA,54515.3,3713.9714788,N,13701.48926618,E,4,9.0,1.3,92.68299999999999,M,36.771,M,1.3,0979*66,37.23285798,137.024821103,679619.8473462809,4122625.3937498373
398,[2021-02-22 14:45:15.832] $GNGGA,54515.4,3713.9714801,N,13701.48926798,E,4,9.0,1.3,92.679,M,36.771,M,1.4,0979*64,37.23285800166666,137.024821133,679619.8499564225,4122625.396210826
399,[2021-02-22 14:45:15.926] $GNGGA,54515.5,3713.97147939,N,13701.48927161,E,4,9.0,1.3,92.677,M,36.771,M,1.5,0979*66,37.23285798983333,137.0248211935,679619.8553520098,4122625.3950126604
400,[2021-02-22 14:45:16.035] $GNGGA,54515.6,3713.97147916,N,13701.48927567,E,4,9.0,1.3,92.68299999999999,M,36.771,M,1.6,0979*62,37.232857986,137.02482126116666,679619.8613644247,4122625.394715749
401,[2021-02-22 14:45:16.129] $GNGGA,54515.7,3713.97147764,N,13701.48927255,E,4,9.0,1.3,92.681,M,36.771,M,1.7,0979*6D,37.232857960666664,137.02482120916667,679619.8568111666,4122625.391806168
402,[2021-02-22 14:45:16.223] $GNGGA,54515.8,3713.97148065,N,13701.48927531,E,4,9.0,1.3,92.684,M,36.771,M,1.8,0979*64,37.23285801083334,137.02482125516664,679619.860773166,4122625.3974597803
403,[2021-02-22 14:45:16.317] $GNGGA,54515.9,3713.97147704,N,13701.48927484,E,4,9.0,1.3,92.67200000000001,M,36.771,M,1.9,0979*6D,37.23285795066666,137.02482124733334,679619.8602210107,4122625.390769039
404,[2021-02-22 14:45:16.426] $GNGGA,54516.0,3713.97147768,N,13701.48927833,E,4,9.0,1.3,92.69,M,36.771,M,2.0,0979*6B,37.23285796133333,137.0248213055,679619.8653561807,4122625.392062964
405,[2021-02-22 14:45:16.520] $GNGGA,54516.1,3713.9714776,N,13701.4892823,E,4,9.0,1.3,92.66799999999999,M,36.771,M,1.1,0979*61,37.23285796,137.02482137166666,679619.8712295834,4122625.3920405945
406,[2021-02-22 14:45:16.629] $GNGGA,54516.2,3713.97148167,N,13701.48928565,E,4,9.0,1.3,92.67399999999999,M,36.771,M,1.2,0979*65,37.23285802783333,137.02482142749997,679619.8760220516,4122625.3996730954
407,[2021-02-22 14:45:16.723] $GNGGA,54516.3,3713.97147965,N,13701.48928225,E,4,9.0,1.3,92.679,M,36.771,M,1.3,0979*6E,37.23285799416667,137.02482137083334,679619.8710745557,4122625.3958300226
408,[2021-02-22 14:45:16.832] $GNGGA,54516.4,3713.97147991,N,13701.48928707,E,4,9.0,1.3,92.681,M,36.771,M,1.4,0979*67,37.23285799850001,137.02482145116667,679619.8781913612,4122625.3964632945
409,[2021-02-22 14:45:16.926] $GNGGA,54516.5,3713.97147773,N,13701.48928605,E,4,9.0,1.3,92.68,M,36.771,M,1.5,0979*67,37.23285796216667,137.02482143416665,679619.8767693755,4122625.3923996147
410,[2021-02-22 14:45:17.035] $GNGGA,54516.6,3713.97148035,N,13701.48928353,E,4,9.0,1.3,92.67299999999999,M,36.771,M,1.6,0979*67,37.23285800583333,137.02482139216667,679619.8729395356,4122625.3971649995
411,[2021-02-22 14:45:17.129] $GNGGA,54516.7,3713.97147765,N,13701.4892808,E,4,9.0,1.3,92.681,M,36.771,M,1.7,0979*6A,37.232857960833336,137.0248213466667,679619.8690096333,4122625.3920856137
412,[2021-02-22 14:45:17.238] $GNGGA,54516.8,3713.97148076,N,13701.48928205,E,4,9.0,1.3,92.682,M,36.771,M,1.8,0979*6C,37.23285801266667,137.02482136749998,679619.8707349142,4122625.3978763893
413,[2021-02-22 14:45:17.317] $GNGGA,54516.9,3713.97147771,N,13701.48927885,E,4,9.0,1.3,92.67299999999999,M,36.771,M,1.9,0979*60,37.232857961833325,137.02482131416664,679619.8661238884,4122625.3921348886
414,[2021-02-22 14:45:17.426] $GNGGA,54517.0,3713.97147665,N,13701.48927777,E,4,9.0,1.3,92.679,M,36.771,M,2.0,0979*6E,37.23285794416667,137.02482129616666,679619.8645688809,4122625.3901405
415,[2021-02-22 14:45:17.520] $GNGGA,54517.1,3713.97147507,N,13701.48927455,E,4,9.0,1.3,92.679,M,36.771,M,1.1,0979*69,37.232857917833336,137.0248212425,679619.8598701318,4122625.387116799
416,[2021-02-22 14:45:17.629] $GNGGA,54517.2,3713.97147249,N,13701.48927466,E,4,9.0,1.3,92.68,M,36.771,M,1.2,0979*62,37.232857874833336,137.02482124433334,679619.8601348462,4122625.382349156
417,[2021-02-22 14:45:17.723] $GNGGA,54517.3,3713.97147271,N,13701.48927335,E,4,9.0,1.3,92.67299999999999,M,36.771,M,1.3,0979*64,37.2328578785,137.0248212225,679619.8581891118,4122625.3827145603
418,[2021-02-22 14:45:17.832] $GNGGA,54517.4,3713.97147375,N,13701.48927024,E,4,9.0,1.3,92.679,M,36.771,M,1.4,0979*68,37.232857895833334,137.02482117066668,679619.8535493715,4122625.384539432
419,[2021-02-22 14:45:17.926] $GNGGA,54517.5,3713.97147245,N,13701.48926753,E,4,9.0,1.3,92.679,M,36.771,M,1.5,0979*6C,37.23285787416667,137.02482112549998,679619.8495936544,4122625.3820496583
420,[2021-02-22 14:45:18.035] $GNGGA,54517.6,3713.97147298,N,13701.48926863,E,4,9.0,1.3,92.684,M,36.771,M,1.6,0979*62,37.232857882999994,137.02482114383335,679619.8511992069,4122625.3830645652
421,[2021-02-22 14:45:18.129] $GNGGA,54517.7,3713.97147319,N,13701.48926952,E,4,9.0,1.3,92.67299999999999,M,36.771,M,1.7,0979*61,37.2328578865,137.02482115866664,679619.8525068918,4122625.383481065
422,[2021-02-22 14:45:18.223] $GNGGA,54517.8,3713.97147283,N,13701.48926695,E,4,9.0,1.3,92.678,M,36.771,M,1.8,0979*6C,37.2328578805,137.02482111583333,679619.8487210071,4122625.382734036
423,[2021-02-22 14:45:18.316] $GNGGA,54517.9,3713.97147492,N,13701.48926854,E,4,9.0,1.3,92.681,M,36.771,M,1.9,0979*6F,37.23285791533334,137.0248211423333,679619.8509893799,4122625.3866493087
424,[2021-02-22 14:45:18.426] $GNGGA,54518.0,3713.97147337,N,13701.48927083,E,4,9.0,1.3,92.68299999999999,M,36.771,M,2.0,0979*6A,37.232857889499996,137.02482118049997,679619.8544368027,4122625.38385537
425,[2021-02-22 14:45:18.520] $GNGGA,54518.1,3713.97147764,N,13701.48927569,E,4,9.0,1.3,92.685,M,36.771,M,1.1,0979*6C,37.232857960666664,137.0248212615,679619.8614541262,4122625.3919054875
426,[2021-02-22 14:45:18.629] $GNGGA,54518.2,3713.97148158,N,13701.48927411,E,4,9.0,1.3,92.68299999999999,M,36.771,M,1.2,0979*62,37.23285802633333,137.02482123516666,679619.8589619977,4122625.399141645
