,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
690,[2021-02-22 16:26:25.587] $GPGGA,72625.2,3713.98820533,N,13701.47756496,E,4,6.0,2.5,95.334,M,36.771,M,2.2,0000*7C,37.2331367555,137.02462608266663,679601.8837231069,4122655.9555614023
692,[2021-02-22 16:26:25.681] $GPGGA,72625.3,3713.98820259,N,13701.47756881,E,4,6.0,2.5,95.329,M,36.771,M,2.3,0000*71,37.23313670983333,137.02462614683333,679601.8895242708,4122655.950616164
694,[2021-02-22 16:26:25.790] $GPGGA,72625.4,3713.98819633,N,13701.47756651,E,4,6.0,2.5,95.332,M,36.771,M,2.4,0000*7A,37.2331366055,137.02462610850003,679601.8863710086,4122655.9389669746
696,[2021-02-22 16:26:25.884] $GPGGA,72625.5,3713.98819439,N,13701.4775643,E,4,6.0,2.5,95.333,M,36.771,M,2.5,0000*76,37.23313657316667,137.0246260716667,679601.8831799413,4122655.9353094893
698,[2021-02-22 16:26:25.993] $GPGGA,72625.6,3713.98818956,N,13701.4775591,E,4,6.0,2.5,95.334,M,36.771,M,2.6,0000*78,37.23313649266667,137.02462598499997,679601.8756820379,4122655.9262130396
700,[2021-02-22 16:26:26.087] $GPGGA,72625.7,3713.98818916,N,13701.47756103,E,4,6.0,2.5,95.319,M,36.771,M,2.7,0000*7A,37.233136486,137.02462601716667,679601.8785516466,4122655.9255343713
702,[2021-02-22 16:26:26.196] $GPGGA,72625.8,3713.98819211,N,13701.47756211,E,4,6.0,2.5,95.324,M,36.771,M,2.8,0000*79,37.233136535166665,137.02462603516668,679601.8800318949,4122655.931023883
704,[2021-02-22 16:26:26.290] $GPGGA,72625.9,3713.98819246,N,13701.47756438,E,4,6.0,2.5,95.336,M,36.771,M,2.9,0000*75,37.23313654099999,137.02462607299998,679601.8833745705,4122655.931742924
706,[2021-02-22 16:26:26.399] $GPGGA,72626.0,3713.98818801,N,13701.47755955,E,4,6.0,2.5,95.324,M,36.771,M,3.0,0000*79,37.23313646683333,137.0246259925,679601.8764087431,4122655.9233608996
708,[2021-02-22 16:26:26.477] $GPGGA,72626.1,3713.9881864,N,13701.47755768,E,4,6.0,2.5,95.323,M,36.771,M,3.1,0000*75,37.233136439999996,137.02462596133333,679601.8737073606,4122655.9203244275
710,[2021-02-22 16:26:26.587] $GPGGA,72626.2,3713.98818596,N,13701.47755648,E,4,6.0,2.5,95.322,M,36.771,M,3.2,0000*7F,37.23313643266667,137.02462594133334,679601.8719503928,4122655.9194727945
712,[2021-02-22 16:26:26.680] $GPGGA,72626.3,3713.98818047,N,13701.47755854,E,4,6.0,2.5,95.323,M,36.771,M,3.3,0000*74,37.23313634116666,137.02462597566668,679601.8752135593,4122655.9093854427
714,[2021-02-22 16:26:26.790] $GPGGA,72626.4,3713.98817676,N,13701.47755862,E,4,6.0,2.5,95.326,M,36.771,M,3.4,0000*7F,37.23313627933334,137.02462597699997,679601.8754785967,4122655.9025271717
716,[2021-02-22 16:26:26.884] $GPGGA,72626.5,3713.98817454,N,13701.47755878,E,4,6.0,2.5,95.327,M,36.771,M,3.5,0000*77,37.23313624233333,137.02462597966664,679601.875802991,4122655.898426847
718,[2021-02-22 16:26:26.993] $GPGGA,72626.6,3713.98817642,N,13701.47756943,E,4,6.0,2.5,95.321,M,36.771,M,3.6,0000*7E,37.233136273666666,137.02462615716667,679601.8914761905,4122655.9022403136
720,[2021-02-22 16:26:27.087] $GPGGA,72626.7,3713.98817931,N,13701.47757607,E,4,6.0,2.5,95.327,M,36.771,M,3.7,0000*7D,37.23313632183333,137.02462626783333,679601.9011800725,4122655.907794718
722,[2021-02-22 16:26:27.196] $GPGGA,72626.8,3713.98817792,N,13701.4775902,E,4,6.0,2.5,95.331,M,36.771,M,3.8,0000*70,37.23313629866667,137.02462650333334,679601.9221282954,4122655.905671128
724,[2021-02-22 16:26:27.290] $GPGGA,72626.9,3713.98817843,N,13701.47759876,E,4,6.0,2.5,95.340,M,36.771,M,3.9,0000*7E,37.23313630716667,137.02462664600003,679601.9347653193,4122655.906884989
726,[2021-02-22 16:26:27.399] $GPGGA,72627.0,3713.98818275,N,13701.47759104,E,4,6.0,2.5,95.323,M,36.771,M,4.0,0000*71,37.233136379166666,137.02462651733333,679601.9231793038,4122655.9146296806
728,[2021-02-22 16:26:27.493] $GPGGA,72627.1,3713.98818259,N,13701.47759476,E,4,6.0,2.5,95.317,M,36.771,M,4.1,0000*78,37.233136376500006,137.0246265793333,679601.9286861867,4122655.9144514515
730,[2021-02-22 16:26:27.587] $GPGGA,72627.2,3713.98818623,N,13701.47760006,E,4,7.0,1.9,95.331,M,36.771,M,2.2,0000*74,37.23313643716667,137.02462666766667,679601.9363790224,4122655.9213504293
732,[2021-02-22 16:26:27.680] $GPGGA,72627.3,3713.98818862,N,13701.47760024,E,4,7.0,1.9,95.323,M,36.771,M,2.3,0000*7C,37.233136477,137.02462667066666,679601.9365506415,4122655.925775884
734,[2021-02-22 16:26:27.790] $GPGGA,72627.4,3713.98818732,N,13701.47759753,E,4,7.0,1.9,95.316,M,36.771,M,2.4,0000*7D,37.23313645533334,137.02462662550002,679601.9325949393,4122655.923286119
736,[2021-02-22 16:26:27.883] $GPGGA,72627.5,3713.98819156,N,13701.47759836,E,4,7.0,1.9,95.330,M,36.771,M,2.5,0000*70,37.233136526,137.02462663933335,679601.9336544991,4122655.9311532844
738,[2021-02-22 16:26:27.993] $GPGGA,72627.6,3713.98819119,N,13701.47760172,E,4,7.0,1.9,95.325,M,36.771,M,2.6,0000*7C,37.233136519833344,137.02462669533335,679601.9386373789,4122655.930575324
740,[2021-02-22 16:26:28.087] $GPGGA,72627.7,3713.98819186,N,13701.47760054,E,4,7.0,1.9,95.331,M,36.771,M,2.7,0000*7A,37.23313653099999,137.02462667566667,679601.9368660768,4122655.931777014
742,[2021-02-22 16:26:28.196] $GPGGA,72627.8,3713.98819315,N,13701.47760153,E,4,7.0,1.9,95.319,M,36.771,M,2.8,0000*7E,37.2331365525,137.02462669216663,679601.9382789042,4122655.9341938877
