,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
769,[2021-01-29 10:49:03.389] $GPGGA,14902.0,4327.75875317,N,14148.31146758,E,4,7.0,1.2,113.743,M,31.59,M,1.0,0157*4E,43.46264588616667,141.80519112633334,565135.3710354437,4812507.76120577
770,[2021-01-29 10:49:03.483] $GPGGA,14902.1,4327.75875545,N,14148.31146826,E,4,7.0,1.2,113.734,M,31.59,M,1.1,0157*49,43.46264592416666,141.8051911376667,565135.371911452,4812507.765434833
771,[2021-01-29 10:49:03.608] $GPGGA,14902.2,4327.7587553,N,14148.31146522,E,4,7.0,1.2,113.743,M,31.59,M,1.2,0157*42,43.46264592166667,141.80519108700003,565135.3678154766,4812507.765117565
772,[2021-01-29 10:49:03.701] $GPGGA,14902.3,4327.75875292,N,14148.31146656,E,4,7.0,1.2,113.734,M,31.59,M,1.3,0157*4D,43.462645882,141.80519110933332,565135.3696647082,4812507.760729733
773,[2021-01-29 10:49:03.811] $GPGGA,14902.4,4327.758754,N,14148.3114673,E,4,7.0,1.2,113.741,M,31.59,M,1.4,0157*43,43.46264590000001,141.80519112166664,565135.3706430815,4812507.762738423
774,[2021-01-29 10:49:03.889] $GPGGA,14902.5,4327.75875425,N,14148.31146483,E,4,7.0,1.2,113.742,M,31.59,M,1.5,0157*4C,43.462645904166656,141.80519108049998,565135.367308448,4812507.763168967
775,[2021-01-29 10:49:03.998] $GPGGA,14902.6,4327.75875393,N,14148.31146555,E,4,7.0,1.2,113.73299999999999,M,31.59,M,1.6,0157*4A,43.46264589883334,141.8051910925,565135.3682849095,4812507.762586043
776,[2021-01-29 10:49:04.092] $GPGGA,14902.7,4327.75875452,N,14148.3114667,E,4,7.0,1.2,113.74,M,31.59,M,1.7,0157*40,43.46264590866668,141.80519111166666,565135.3698248309,4812507.763693104
777,[2021-01-29 10:49:04.201] $GPGGA,14902.8,4327.75875619,N,14148.31146483,E,4,7.0,1.2,113.73299999999999,M,31.59,M,1.8,0157*47,43.462645936499996,141.80519108049998,565135.3672737328,4812507.766759839
778,[2021-01-29 10:49:04.295] $GPGGA,14902.9,4327.75875262,N,14148.31146315,E,4,7.0,1.2,113.745,M,31.59,M,0.9,0157*47,43.462645877,141.8051910525,565135.3650725671,4812507.760129997
