,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
1957,[2021-01-29 11:08:23.297] $GPGGA,20821.9,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7673,M,31.83,M,4.0,0000*5D,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1958,[2021-01-29 11:08:23.391] $GPGGA,20822.0,4327.729222,N,14148.32953,E,4,9,1.2,110.7678,M,31.83,M,5.0,0000*57,43.4621537,141.80549216666668,565160.2522084926,4812453.335509172
1959,[2021-01-29 11:08:23.485] $GPGGA,20822.1,4327.729222,N,14148.32953,E,4,9,1.2,110.76700000000001,M,31.83,M,5.0,0000*5E,43.4621537,141.80549216666668,565160.2522084926,4812453.335509172
1960,[2021-01-29 11:08:23.579] $GPGGA,20822.2,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7687,M,31.83,M,5.0,0000*51,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1961,[2021-01-29 11:08:23.688] $GPGGA,20822.3,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7681,M,31.83,M,5.0,0000*5A,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1962,[2021-01-29 11:08:23.782] $GPGGA,20822.4,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7695,M,31.83,M,5.0,0000*5D,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1963,[2021-01-29 11:08:23.891] $GPGGA,20822.5,4327.729222,N,14148.32953,E,4,9,1.2,110.7679,M,31.83,M,5.0,0000*51,43.4621537,141.80549216666668,565160.2522084926,4812453.335509172
1964,[2021-01-29 11:08:23.985] $GPGGA,20822.6,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7649,M,31.83,M,5.0,0000*5B,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1965,[2021-01-29 11:08:24.079] $GPGGA,20822.7,4327.729222999999,N,14148.32953,E,4,9,1.2,110.76299999999999,M,31.83,M,5.0,0000*5D,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1966,[2021-01-29 11:08:24.188] $GPGGA,20822.8,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7654,M,31.83,M,5.0,0000*5A,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1967,[2021-01-29 11:08:24.284] $GPGGA,20822.9,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7661,M,31.83,M,5.0,0000*58,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1968,[2021-01-29 11:08:24.393] $GPGGA,20823.0,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7651,M,31.83,M,6.0,0000*5D,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1969,[2021-01-29 11:08:24.487] $GPGGA,20823.1,4327.729222999999,N,14148.32953,E,4,9,1.2,110.7632,M,31.83,M,6.0,0000*5F,43.462153716666656,141.80549216666668,565160.2521905918,4812453.337360137
1970,[2021-01-29 11:08:24.580] $GPGGA,20823.2,4327.729228,N,14148.32954,E,4,9,1.2,110.7601,M,31.83,M,1.0,0000*58,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1971,[2021-01-29 11:08:24.690] $GPGGA,20823.3,4327.729229,N,14148.32954,E,4,9,1.2,110.7557,M,31.83,M,1.0,0000*5B,43.462153816666664,141.80549233333335,565160.2655657276,4812453.3485963205
1972,[2021-01-29 11:08:24.784] $GPGGA,20823.4,4327.729229,N,14148.32954,E,4,9,1.2,110.7532,M,31.83,M,1.0,0000*5B,43.462153816666664,141.80549233333335,565160.2655657276,4812453.3485963205
1973,[2021-01-29 11:08:24.877] $GPGGA,20823.5,4327.729228,N,14148.32954,E,4,9,1.2,110.7481,M,31.83,M,1.0,0000*52,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1974,[2021-01-29 11:08:24.987] $GPGGA,20823.6,4327.729229,N,14148.32954,E,4,9,1.2,110.749,M,31.83,M,1.0,0000*59,43.462153816666664,141.80549233333335,565160.2655657276,4812453.3485963205
1975,[2021-01-29 11:08:25.080] $GPGGA,20823.7,4327.729229,N,14148.32954,E,4,9,1.2,110.7505,M,31.83,M,1.0,0000*54,43.462153816666664,141.80549233333335,565160.2655657276,4812453.3485963205
1976,[2021-01-29 11:08:25.190] $GPGGA,20823.8,4327.729228,N,14148.32954,E,4,9,1.2,110.751,M,31.83,M,1.0,0000*54,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1977,[2021-01-29 11:08:25.285] $GPGGA,20823.9,4327.729228,N,14148.32954,E,4,9,1.2,110.7521,M,31.83,M,1.0,0000*5A,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1978,[2021-01-29 11:08:25.395] $GPGGA,20824.0,4327.729228,N,14148.32954,E,4,9,1.2,110.7533,M,31.83,M,2.0,0000*5E,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1979,[2021-01-29 11:08:25.489] $GPGGA,20824.1,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7553,M,31.83,M,2.0,0000*5E,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1980,[2021-01-29 11:08:25.582] $GPGGA,20824.2,4327.729228,N,14148.32954,E,4,9,1.2,110.7561,M,31.83,M,2.0,0000*5B,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1981,[2021-01-29 11:08:25.676] $GPGGA,20824.3,4327.729228,N,14148.32954,E,4,9,1.2,110.7565,M,31.83,M,2.0,0000*5D,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1982,[2021-01-29 11:08:25.785] $GPGGA,20824.4,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7578,M,31.83,M,2.0,0000*5B,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1983,[2021-01-29 11:08:25.879] $GPGGA,20824.5,4327.7292259999995,N,14148.32954,E,4,9,1.2,110.7614,M,31.83,M,2.0,0000*59,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
1984,[2021-01-29 11:08:25.989] $GPGGA,20824.6,4327.729229,N,14148.32954,E,4,9,1.2,110.7607,M,31.83,M,2.0,0000*5D,43.462153816666664,141.80549233333335,565160.2655657276,4812453.3485963205
1985,[2021-01-29 11:08:26.082] $GPGGA,20824.7,4327.729227000001,N,14148.32954,E,4,9,1.2,110.759,M,31.83,M,2.0,0000*55,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1986,[2021-01-29 11:08:26.176] $GPGGA,20824.8,4327.729228,N,14148.32954,E,4,9,1.2,110.7563,M,31.83,M,2.0,0000*57,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1987,[2021-01-29 11:08:26.288] $GPGGA,20824.9,4327.729228,N,14148.32954,E,4,9,1.2,110.7581,M,31.83,M,2.0,0000*59,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1988,[2021-01-29 11:08:26.382] $GPGGA,20825.0,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7575,M,31.83,M,3.0,0000*5F,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1989,[2021-01-29 11:08:26.491] $GPGGA,20825.1,4327.729227000001,N,14148.32954,E,4,9,1.2,110.76,M,31.83,M,3.0,0000*5A,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1990,[2021-01-29 11:08:26.585] $GPGGA,20825.2,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7616,M,31.83,M,3.0,0000*5F,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1991,[2021-01-29 11:08:26.679] $GPGGA,20825.3,4327.729228,N,14148.32954,E,4,9,1.2,110.7617,M,31.83,M,3.0,0000*5E,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1992,[2021-01-29 11:08:26.788] $GPGGA,20825.4,4327.729228,N,14148.32954,E,4,9,1.2,110.7657,M,31.83,M,3.0,0000*52,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1993,[2021-01-29 11:08:26.882] $GPGGA,20825.5,4327.729228,N,14148.32954,E,4,9,1.2,110.7632,M,31.83,M,3.0,0000*5F,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1994,[2021-01-29 11:08:26.976] $GPGGA,20825.6,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7636,M,31.83,M,3.0,0000*54,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1995,[2021-01-29 11:08:27.085] $GPGGA,20825.7,4327.729227000001,N,14148.32954,E,4,9,1.2,110.7606,M,31.83,M,3.0,0000*50,43.46215378333334,141.80549233333335,565160.2656015294,4812453.3448943915
1996,[2021-01-29 11:08:27.179] $GPGGA,20825.8,4327.729228,N,14148.32954,E,4,9,1.2,110.7586,M,31.83,M,3.0,0000*5B,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1997,[2021-01-29 11:08:27.288] $GPGGA,20825.9,4327.729228,N,14148.32954,E,4,9,1.2,110.7609,M,31.83,M,3.0,0000*50,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1998,[2021-01-29 11:08:27.382] $GPGGA,20826.0,4327.729228,N,14148.32954,E,4,9,1.2,110.7606,M,31.83,M,4.0,0000*5C,43.46215380000001,141.80549233333335,565160.2655836284,4812453.346745358
1999,[2021-01-29 11:08:27.491] $GPGGA,20826.1,4327.7292259999995,N,14148.32954,E,4,9,1.2,110.7631,M,31.83,M,4.0,0000*5E,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2000,[2021-01-29 11:08:27.585] $GPGGA,20826.2,4327.7292259999995,N,14148.32954,E,4,9,1.2,110.7597,M,31.83,M,4.0,0000*51,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2001,[2021-01-29 11:08:27.679] $GPGGA,20826.3,4327.7292259999995,N,14148.32954,E,4,9,1.2,110.7597,M,31.83,M,4.0,0000*56,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2002,[2021-01-29 11:08:27.788] $GPGGA,20826.4,4327.7292259999995,N,14148.32954,E,4,10,1.1,110.7611,M,31.83,M,4.0,0000*58,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2003,[2021-01-29 11:08:27.882] $GPGGA,20826.5,4327.7292259999995,N,14148.32954,E,4,10,1.1,110.7602,M,31.83,M,4.0,0000*54,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2004,[2021-01-29 11:08:27.991] $GPGGA,20826.6,4327.729225,N,14148.32954,E,4,10,1.1,110.7609,M,31.83,M,4.0,0000*58,43.462153750000006,141.80549233333335,565160.2656373313,4812453.341192461
2005,[2021-01-29 11:08:28.085] $GPGGA,20826.7,4327.729225,N,14148.32954,E,4,10,1.1,110.7618,M,31.83,M,4.0,0000*50,43.462153750000006,141.80549233333335,565160.2656373313,4812453.341192461
2006,[2021-01-29 11:08:28.194] $GPGGA,20826.8,4327.7292259999995,N,14148.32954,E,4,10,1.1,110.7617,M,31.83,M,4.0,0000*5C,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2007,[2021-01-29 11:08:28.291] $GPGGA,20826.9,4327.7292259999995,N,14148.32953,E,4,10,1.1,110.7628,M,31.83,M,4.0,0000*5B,43.46215376666666,141.80549216666668,565160.2521368889,4812453.3429130325
2008,[2021-01-29 11:08:28.401] $GPGGA,20827.0,4327.7292259999995,N,14148.32954,E,4,10,1.1,110.7593,M,31.83,M,5.0,0000*5A,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
2009,[2021-01-29 11:08:28.479] $GPGGA,20827.1,4327.729225,N,14148.32954,E,4,10,1.1,110.7611,M,31.83,M,5.0,0000*58,43.462153750000006,141.80549233333335,565160.2656373313,4812453.341192461
2010,[2021-01-29 11:08:28.588] $GPGGA,20827.2,4327.7292259999995,N,14148.32954,E,4,10,1.1,110.762,M,31.83,M,5.0,0000*5E,43.46215376666666,141.80549233333335,565160.2656194303,4812453.343043425
