,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
657,[2021-01-29 11:28:21.201] $GPGGA,22819.8,4327.72194803,N,14148.34524071,E,4,5.0,2.1,108.079,M,31.59,M,1.8,0000*43,43.462032467166665,141.80575401183333,565181.564491754,4812440.076531147
658,[2021-01-29 11:28:21.297] $GPGGA,22819.9,4327.72195005,N,14148.34523865,E,4,5.0,2.1,108.08200000000001,M,31.59,M,1.9,0000*42,43.462032500833324,141.80575397750002,565181.5616781762,4812440.080243227
659,[2021-01-29 11:28:21.406] $GPGGA,22820.0,4327.72194644,N,14148.3452398,E,4,5.0,2.1,108.084,M,31.59,M,2.0,0000*45,43.46203244066666,141.80575399666665,565181.5632933121,4812440.073576242
660,[2021-01-29 11:28:21.484] $GPGGA,22820.1,4327.72194914,N,14148.34523984,E,4,5.0,2.1,108.07799999999999,M,31.59,M,2.1,0000*48,43.462032485666676,141.80575399733334,565181.5632988946,4812440.078574371
661,[2021-01-29 11:28:21.594] $GPGGA,22820.2,4327.7219462,N,14148.34523906,E,4,5.0,2.1,108.083,M,31.59,M,2.2,0000*4E,43.462032436666675,141.80575398433334,565181.5622999002,4812440.07312236
662,[2021-01-29 11:28:21.687] $GPGGA,22820.3,4327.72194836,N,14148.34524106,E,4,5.0,2.1,108.081,M,31.59,M,2.3,0000*4A,43.462032472666664,141.80575401766666,565181.5649577354,4812440.077146529
663,[2021-01-29 11:28:21.797] $GPGGA,22820.4,4327.72194725,N,14148.3452399,E,4,5.0,2.1,108.086,M,31.59,M,2.4,0000*40,43.46203245416667,141.8057539983333,565181.5634136308,4812440.07507683
664,[2021-01-29 11:28:21.890] $GPGGA,22820.5,4327.72194692,N,14148.34523849,E,4,5.0,2.1,108.083,M,31.59,M,2.5,0000*4D,43.46203244866666,141.80575397483335,565181.5615185021,4812440.074447619
665,[2021-01-29 11:28:22.000] $GPGGA,22820.6,4327.72194771,N,14148.34524069,E,4,5.0,2.1,108.083,M,31.59,M,2.6,0000*4C,43.46203246183333,141.8057540115,565181.56447052,4812440.075938577
666,[2021-01-29 11:28:22.078] $GPGGA,22820.7,4327.72194704,N,14148.34524089,E,4,5.0,2.1,108.07700000000001,M,31.59,M,2.7,0000*4B,43.46203245066666,141.80575401483335,565181.5647521701,4812440.074701038
667,[2021-01-29 11:28:22.203] $GPGGA,22820.8,4327.72194411,N,14148.34523576,E,4,5.0,2.1,108.066,M,31.59,M,1.8,0000*4D,43.462032401833326,141.80575392933332,565181.5578880769,4812440.069210798
668,[2021-01-29 11:28:22.282] $GPGGA,22820.9,4327.7219427,N,14148.34524274,E,4,5.0,2.1,108.066,M,31.59,M,1.9,0000*4E,43.46203237833333,141.80575404566667,565181.567324159,4812440.066691982
669,[2021-01-29 11:28:22.392] $GPGGA,22821.0,4327.72194495,N,14148.34524111,E,4,5.0,2.1,108.061,M,31.59,M,2.0,0000*46,43.46203241583333,141.80575401850004,565181.565086214,4812440.07083539
670,[2021-01-29 11:28:22.486] $GPGGA,22821.1,4327.72194612,N,14148.34524,E,4,5.0,2.1,108.059,M,31.59,M,2.1,0000*41,43.46203243533334,141.805754,565181.5635686949,4812440.072986542
671,[2021-01-29 11:28:22.595] $GPGGA,22821.2,4327.72194271,N,14148.34523895,E,4,5.0,2.1,108.068,M,31.59,M,2.2,0000*41,43.4620323785,141.8057539825,565181.5622140851,4812440.066661055
672,[2021-01-29 11:28:22.689] $GPGGA,22821.3,4327.72194386,N,14148.34524157,E,4,5.0,2.1,108.061,M,31.59,M,2.3,0000*41,43.462032397666654,141.80575402616665,565181.5657259261,4812440.068823838
673,[2021-01-29 11:28:22.798] $GPGGA,22821.4,4327.72194374,N,14148.3452394,E,4,5.0,2.1,108.057,M,31.59,M,2.4,0000*40,43.46203239566667,141.80575398999997,565181.5628023549,4812440.068573421
674,[2021-01-29 11:28:22.892] $GPGGA,22821.5,4327.72194449,N,14148.345241,E,4,5.0,2.1,108.06299999999999,M,31.59,M,2.5,0000*45,43.462032408166664,141.8057540166667,565181.5649461417,4812440.069982512
675,[2021-01-29 11:28:23.001] $GPGGA,22821.6,4327.72194478,N,14148.34523989,E,4,5.0,2.1,108.06299999999999,M,31.59,M,2.6,0000*49,43.462032413,141.80575399816667,565181.5634443804,4812440.070504814
676,[2021-01-29 11:28:23.095] $GPGGA,22821.7,4327.72194292,N,14148.34524068,E,4,5.0,2.1,108.06,M,31.59,M,2.7,0000*49,43.462032382000004,141.80575401133336,565181.5645428131,4812440.067072324
677,[2021-01-29 11:28:23.204] $GPGGA,22821.8,4327.72194653,N,14148.34523967,E,4,6.0,2.1,108.09899999999999,M,31.59,M,1.8,0000*47,43.46203244216668,141.80575399449998,565181.5631164268,4812440.073741134
678,[2021-01-29 11:28:23.285] $GPGGA,22821.9,4327.721946,N,14148.3452386,E,4,6.0,2.1,108.096,M,31.59,M,1.9,0000*48,43.46203243333333,141.8057539766667,565181.5616832857,4812440.072746167
679,[2021-01-29 11:28:23.379] $GPGGA,22822.0,4327.72194312,N,14148.34524304,E,4,6.0,2.1,108.09700000000001,M,31.59,M,2.0,0000*41,43.46203238533334,141.80575405066668,565181.567721116,4812440.0674733
680,[2021-01-29 11:28:23.488] $GPGGA,22822.1,4327.72194545,N,14148.34523707,E,4,6.0,2.1,108.095,M,31.59,M,2.1,0000*47,43.462032424166665,141.80575395116668,565181.5596303007,4812440.071708178
681,[2021-01-29 11:28:23.598] $GPGGA,22822.2,4327.72194547,N,14148.34524057,E,4,6.0,2.1,108.09899999999999,M,31.59,M,2.2,0000*4C,43.462032424499995,141.80575400950002,565181.5643488416,4812440.07179085
682,[2021-01-29 11:28:23.692] $GPGGA,22822.3,4327.72194566,N,14148.34524023,E,4,6.0,2.1,108.094,M,31.59,M,2.3,0000*41,43.46203242766666,141.80575400383333,565181.5638870288,4812440.072138097
683,[2021-01-29 11:28:23.801] $GPGGA,22822.4,4327.72194545,N,14148.34523925,E,4,6.0,2.1,108.098,M,31.59,M,2.4,0000*44,43.462032424166665,141.8057539875,565181.5625694987,4812440.071736612
684,[2021-01-29 11:28:23.895] $GPGGA,22822.5,4327.72194379,N,14148.34523783,E,4,6.0,2.1,108.101,M,31.59,M,2.5,0000*4E,43.4620323965,141.80575396383333,565181.5606846996,4812440.068645489
685,[2021-01-29 11:28:24.004] $GPGGA,22822.6,4327.72194509,N,14148.34524087,E,4,6.0,2.1,108.089,M,31.59,M,2.6,0000*4A,43.462032418166665,141.8057540145,565181.5647601219,4812440.071091397
686,[2021-01-29 11:28:24.082] $GPGGA,22822.7,4327.72194379,N,14148.34523925,E,4,6.0,2.1,108.104,M,31.59,M,2.7,0000*49,43.4620323965,141.8057539875,565181.5625992238,4812440.068664012
687,[2021-01-29 11:28:24.192] $GPGGA,22822.8,4327.72194757,N,14148.34523768,E,4,7.0,1.6,108.1,M,31.59,M,1.8,0000*44,43.4620324595,141.80575396133332,565181.5604147722,4812440.075640182
688,[2021-01-29 11:28:24.286] $GPGGA,22822.9,4327.72194611,N,14148.34523987,E,4,7.0,1.6,108.09200000000001,M,31.59,M,1.9,0000*42,43.46203243516667,141.80575399783334,565181.5633936003,4812440.072966337
689,[2021-01-29 11:28:24.395] $GPGGA,22823.0,4327.72194544,N,14148.34523754,E,4,7.0,1.6,108.10600000000001,M,31.59,M,2.0,0000*4F,43.46203242400001,141.805753959,565181.5602641577,4812440.0716958
690,[2021-01-29 11:28:24.489] $GPGGA,22823.1,4327.72194484,N,14148.34523762,E,4,7.0,1.6,108.10700000000001,M,31.59,M,2.1,0000*46,43.46203241400001,141.80575396033333,565181.5603827628,4812440.070586264
691,[2021-01-29 11:28:24.598] $GPGGA,22823.2,4327.7219462,N,14148.34523919,E,4,7.0,1.6,108.096,M,31.59,M,2.2,0000*41,43.462032436666675,141.80575398649998,565181.5624751719,4812440.073124055
692,[2021-01-29 11:28:24.692] $GPGGA,22823.3,4327.72194468,N,14148.34523943,E,4,7.0,1.6,108.09899999999999,M,31.59,M,2.3,0000*4F,43.462032411333325,141.8057539905,565181.5628259731,4812440.070313717
693,[2021-01-29 11:28:24.801] $GPGGA,22823.4,4327.72194806,N,14148.34523816,E,4,7.0,1.6,108.095,M,31.59,M,2.4,0000*46,43.46203246766666,141.80575396933332,565181.5610531622,4812440.076553415
694,[2021-01-29 11:28:24.895] $GPGGA,22823.5,4327.7219407,N,14148.34524481,E,4,7.0,1.6,108.09299999999999,M,31.59,M,2.5,0000*4C,43.462032345000004,141.80575408016665,565181.5701508629,4812440.063017051
695,[2021-01-29 11:28:25.004] $GPGGA,22823.6,4327.72194538,N,14148.34524026,E,4,7.0,1.6,108.102,M,31.59,M,2.6,0000*45,43.462032423000004,141.80575400433332,565181.5639324911,4812440.071620219
696,[2021-01-29 11:28:25.082] $GPGGA,22823.7,4327.72194569,N,14148.3452367,E,4,7.0,1.6,108.10700000000001,M,31.59,M,1.7,0000*45,43.462032428166665,141.80575394500002,565181.5591271484,4812440.0721475845
697,[2021-01-29 11:28:25.192] $GPGGA,22823.8,4327.72194564,N,14148.34523763,E,4,7.0,1.6,108.105,M,31.59,M,1.8,0000*49,43.46203242733333,141.8057539605,565181.5603819196,4812440.072067167
698,[2021-01-29 11:28:25.287] $GPGGA,22823.9,4327.72194572,N,14148.34523509,E,4,7.0,1.6,108.11399999999999,M,31.59,M,1.9,0000*40,43.46203242866666,141.80575391816666,565181.5569559145,4812440.072182112
699,[2021-01-29 11:28:25.397] $GPGGA,22824.0,4327.72194631,N,14148.34523908,E,4,7.0,1.6,108.105,M,31.59,M,2.0,0000*4D,43.4620324385,141.80575398466664,565181.5623248926,4812440.073326225
700,[2021-01-29 11:28:25.490] $GPGGA,22824.1,4327.72194482,N,14148.34523587,E,4,7.0,1.6,108.10799999999999,M,31.59,M,2.1,0000*41,43.46203241366667,141.80575393116666,565181.5580236726,4812440.070526419
701,[2021-01-29 11:28:25.600] $GPGGA,22824.2,4327.72194406,N,14148.3452402,E,4,7.0,1.6,108.11200000000001,M,31.59,M,2.2,0000*49,43.462032401,141.80575400333336,565181.5638752353,4812440.0691761635
702,[2021-01-29 11:28:25.694] $GPGGA,22824.3,4327.72194528,N,14148.34523705,E,4,7.0,1.6,108.1,M,31.59,M,2.3,0000*40,43.462032421333326,141.80575395083335,565181.5596063785,4812440.071393253
703,[2021-01-29 11:28:25.803] $GPGGA,22824.4,4327.72194414,N,14148.34523979,E,4,7.0,1.6,108.105,M,31.59,M,2.4,0000*4E,43.462032402333335,141.80575399650002,565181.5633210174,4812440.069318892
704,[2021-01-29 11:28:25.897] $GPGGA,22824.5,4327.72194435,N,14148.34523918,E,4,7.0,1.6,108.10700000000001,M,31.59,M,2.5,0000*48,43.462032405833334,141.80575398633334,565181.5624948192,4812440.069699639
705,[2021-01-29 11:28:26.006] $GPGGA,22824.6,4327.7219437,N,14148.3452391,E,4,7.0,1.6,108.103,M,31.59,M,2.6,0000*42,43.46203239500001,141.80575398499997,565181.5623985934,4812440.068495468
706,[2021-01-29 11:28:26.084] $GPGGA,22824.7,4327.72194505,N,14148.3452377,E,4,7.0,1.6,108.10799999999999,M,31.59,M,2.7,0000*45,43.4620324175,141.80575396166665,565181.5604868614,4812440.07097601
