,Format,Time,Latitude,LatType,Longitude,LonType,Status,Satellite,LevelAccuracy,Altitude(sea),M(sea),Altitude(geoid),M(geoid),DGPS use,checksum,Lat,Lon,UTM_X,UTM_Y
1349,[2021-01-29 11:52:13.493] $GPGGA,25212.1,4327.73238783,N,14148.3575572,E,4,5.0,1.8,108.932,M,31.59,M,1.1,0266*4E,43.46220646383334,141.80595928666668,565197.9832936884,4812459.560907054
1350,[2021-01-29 11:52:13.587] $GPGGA,25212.2,4327.73238983,N,14148.3575567,E,4,5.0,1.8,108.92299999999999,M,31.59,M,1.2,0266*44,43.462206497166676,141.80595927833335,565197.9825837393,4812459.564602461
1351,[2021-01-29 11:52:13.696] $GPGGA,25212.3,4327.73238995,N,14148.35756004,E,4,5.0,1.8,108.929,M,31.59,M,1.3,0266*4F,43.46220649916666,141.805959334,565197.9870847539,4812459.564868151
1352,[2021-01-29 11:52:13.790] $GPGGA,25212.4,4327.73238874,N,14148.3575574,E,4,5.0,1.8,108.913,M,31.59,M,1.4,0266*4C,43.462206479,141.80595929000003,565197.983547041,4812459.562594041
1353,[2021-01-29 11:52:13.883] $GPGGA,25212.5,4327.73238895,N,14148.35755972,E,4,5.0,1.8,108.928,M,31.59,M,1.5,0266*44,43.46220648250001,141.80595932866666,565197.9866712244,4812459.5630130125
1354,[2021-01-29 11:52:13.993] $GPGGA,25212.6,4327.73239239,N,14148.35755632,E,4,5.0,1.8,108.932,M,31.59,M,1.6,0266*49,43.462206539833346,141.805959272,565197.9820255488,4812459.569335975
1355,[2021-01-29 11:52:14.086] $GPGGA,25212.7,4327.73238822,N,14148.35755945,E,4,5.0,1.8,108.92399999999999,M,31.59,M,1.7,0266*40,43.462206470333335,141.80595932416665,565197.9863202692,4812459.561658285
1356,[2021-01-29 11:52:14.196] $GPGGA,25212.8,4327.73238763,N,14148.35755932,E,4,5.0,1.8,108.919,M,31.59,M,1.8,0266*44,43.46220646049999,141.80595932200004,565197.9861555678,4812459.560564518
1357,[2021-01-29 11:52:14.291] $GPGGA,25212.9,4327.73238899,N,14148.35755845,E,4,5.0,1.8,108.917,M,31.59,M,1.9,0266*41,43.46220648316666,141.8059593075,565197.9849582245,4812459.563070481
1358,[2021-01-29 11:52:14.401] $GPGGA,25213.0,4327.7323909,N,14148.35755866,E,4,5.0,1.8,108.921,M,31.59,M,2.0,0266*47,43.46220651499999,141.805959311,565197.9852071498,4812459.566608563
1359,[2021-01-29 11:52:14.494] $GPGGA,25213.1,4327.73238547,N,14148.35756118,E,4,5.0,1.8,108.92200000000001,M,31.59,M,1.1,0266*4A,43.4622064245,141.80595935300002,565197.9887020069,4812459.556590701
1360,[2021-01-29 11:52:14.588] $GPGGA,25213.2,4327.73238738,N,14148.35756281,E,4,5.0,1.8,108.916,M,31.59,M,1.2,0266*44,43.46220645633332,141.80595938016666,565197.9908654448,4812459.56014731
1361,[2021-01-29 11:52:14.682] $GPGGA,25213.3,4327.73238981,N,14148.35755843,E,4,5.0,1.8,108.916,M,31.59,M,1.3,0266*4F,43.46220649683333,141.80595930716663,565197.984916571,4812459.564588012
1362,[2021-01-29 11:52:14.791] $GPGGA,25213.4,4327.7323901,N,14148.35756052,E,4,5.0,1.8,108.914,M,31.59,M,1.4,0266*46,43.46220650166667,141.805959342,565197.9877292275,4812459.565152059
